,number_pca_components_class
0,4
1,3
2,3
3,3
4,3
5,3
6,4
7,4
8,4
9,3
10,3
11,3
12,3
13,4
14,4
15,4
16,3
17,4
18,3
19,4
20,3
21,3
22,4
23,4
24,3
25,3
26,3
27,3
28,3
29,3
30,3
31,4
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,4
41,3
42,3
43,4
44,3
45,3
46,4
47,3
48,3
49,3
50,3
51,3
52,4
53,3
54,3
55,3
56,3
57,3
58,3
59,3
60,3
61,3
62,3
63,3
64,4
65,3
66,4
67,4
68,3
69,4
70,3
71,4
72,4
73,3
74,3
75,3
76,4
77,3
78,4
79,4
80,4
81,3
82,3
83,3
84,3
85,4
86,4
87,3
88,4
89,3
90,3
91,3
92,4
93,3
94,3
95,4
96,4
97,3
98,3
99,4
100,4
101,4
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,4
110,3
111,3
112,3
113,3
114,3
115,3
116,3
117,4
118,3
119,3
120,3
121,3
122,4
123,3
124,4
125,4
126,3
127,4
128,3
129,3
130,4
131,3
132,4
133,3
134,4
135,3
136,3
137,4
138,3
139,3
140,3
141,4
142,3
143,3
144,3
145,3
146,4
147,3
148,4
149,4
150,3
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,4
160,3
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,4
169,3
170,3
171,3
172,4
173,4
174,3
175,3
176,3
177,3
178,3
179,3
180,3
181,3
182,3
183,3
184,3
185,3
186,3
187,4
188,4
189,3
190,3
191,3
192,3
193,3
194,4
195,3
196,4
197,3
198,4
199,3
