,number_pca_components_class
0,5
1,4
2,4
3,4
4,4
5,5
6,4
7,5
8,5
9,5
10,5
11,5
12,5
13,4
14,4
15,5
16,5
17,5
18,5
19,5
20,4
21,5
22,4
23,2
24,5
25,4
26,4
27,5
28,4
29,5
30,4
31,5
32,5
33,5
34,4
35,4
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,4
44,5
45,5
46,4
47,5
48,4
49,4
50,5
51,4
52,4
53,4
54,4
55,5
56,4
57,4
58,4
59,5
60,5
61,5
62,5
63,4
64,5
65,4
66,5
67,5
68,5
69,5
70,4
71,5
72,5
73,5
74,5
75,5
76,5
77,5
78,4
79,5
80,5
81,4
82,4
83,5
84,5
85,5
86,5
87,5
88,5
89,5
90,5
91,4
92,5
93,5
94,4
95,5
96,5
97,5
98,5
99,5
100,5
101,5
102,5
103,5
104,5
105,5
106,5
107,5
108,5
109,5
110,5
111,4
112,4
113,5
114,5
115,5
116,4
117,5
118,5
119,5
120,5
121,5
122,5
123,5
124,5
125,5
126,5
127,5
128,5
129,5
130,5
131,5
132,5
133,4
134,5
135,5
136,5
137,5
138,5
139,5
140,5
141,5
142,5
143,5
144,5
145,5
146,5
147,5
148,4
149,5
150,5
151,5
152,5
153,4
154,5
155,5
156,5
157,5
158,5
159,5
160,5
161,5
162,5
163,5
164,5
165,4
166,4
167,5
168,5
169,5
170,5
171,5
172,5
173,5
174,5
175,5
176,4
177,5
178,4
179,5
180,5
181,4
182,4
183,5
184,5
185,5
186,5
187,5
188,5
189,5
190,4
191,4
192,4
193,5
194,5
195,4
196,4
197,5
198,5
199,5
