,number_pca_components_class
0,11
1,10
2,11
3,12
4,11
5,12
6,12
7,12
8,11
9,11
10,12
11,11
12,11
13,10
14,12
15,12
16,12
17,12
18,11
19,12
20,11
21,11
22,10
23,9
24,12
25,12
26,12
27,12
28,11
29,12
30,12
31,12
32,12
33,11
34,12
35,11
36,11
37,11
38,11
39,12
40,12
41,12
42,12
43,11
44,11
45,11
46,12
47,12
48,12
49,12
50,12
51,11
52,11
53,12
54,12
55,11
56,12
57,11
58,12
59,12
60,11
61,11
62,12
63,12
64,12
65,11
66,12
67,12
68,11
69,12
70,11
71,12
72,12
73,12
74,11
75,12
76,12
77,12
78,11
79,13
80,13
81,10
82,11
83,12
84,12
85,12
86,11
87,11
88,12
89,12
90,11
91,12
92,12
93,11
94,11
95,12
96,12
97,11
98,12
99,12
100,12
101,11
102,12
103,11
104,12
105,12
106,12
107,11
108,11
109,12
110,12
111,11
112,11
113,12
114,12
115,10
116,11
117,12
118,11
119,12
120,12
121,11
122,12
123,12
124,10
125,12
126,11
127,12
128,11
129,12
130,12
131,12
132,12
133,10
134,12
135,12
136,12
137,12
138,12
139,12
140,11
141,12
142,12
143,11
144,12
145,11
146,11
147,11
148,11
149,12
150,12
151,12
152,12
153,11
154,11
155,12
156,12
157,11
158,12
159,12
160,13
161,12
162,12
163,12
164,12
165,11
166,10
167,11
168,13
169,12
170,12
171,12
172,12
173,11
174,12
175,12
176,11
177,11
178,12
179,12
180,12
181,12
182,12
183,12
184,11
185,12
186,11
187,11
188,12
189,11
190,12
191,11
192,11
193,11
194,11
195,12
196,11
197,11
198,11
199,12
