,epoch,Train_accuracy,Test_accuracy
0,1,12.508,17.669999999999998
1,2,13.0,16.27
2,3,14.044,22.23
3,4,14.936,26.69
4,5,15.026,27.63
5,6,16.016,31.25
6,7,16.592000000000002,34.17
7,8,16.752,34.82
8,9,17.18,36.27
9,10,18.234,37.49
10,11,18.558,39.93
11,12,19.386,41.3
12,13,20.064,40.07
13,14,21.178,40.849999999999994
14,15,22.152,38.46
15,16,22.434,39.489999999999995
16,17,24.082,36.86
17,18,25.418000000000003,35.78
18,19,26.904,34.46
19,20,28.014,31.240000000000002
20,21,29.665999999999997,31.28
21,22,31.284,29.470000000000002
22,23,33.226,27.99
23,24,35.315999999999995,27.72
24,25,36.647999999999996,26.0
25,26,38.194,26.21
26,27,40.096,26.669999999999998
27,28,40.936,24.27
28,29,42.224000000000004,24.36
29,30,44.194,24.38
30,31,45.944,21.95
31,32,47.042,21.89
32,33,48.744,22.46
33,34,49.258,21.9
34,35,50.404,22.189999999999998
35,36,51.263999999999996,20.97
36,37,53.248,21.23
37,38,53.803999999999995,21.21
38,39,54.698,21.66
39,40,55.230000000000004,21.07
40,41,56.876000000000005,19.900000000000002
41,42,57.138,19.86
42,43,59.158,20.22
43,44,59.34199999999999,19.93
44,45,59.77,19.73
45,46,60.498,20.3
46,47,61.056,19.43
47,48,61.318,19.81
48,49,62.608,19.25
49,50,63.55800000000001,19.13
50,51,64.11,19.42
51,52,65.03999999999999,19.25
52,53,65.594,19.0
53,54,65.908,18.67
54,55,67.104,19.15
55,56,67.008,19.08
56,57,66.684,18.48
57,58,67.742,19.3
58,59,66.724,19.6
59,60,68.61,19.5
60,61,69.07799999999999,18.81
61,62,69.524,18.88
62,63,70.038,18.9
63,64,70.324,18.67
64,65,70.678,19.53
65,66,70.702,19.16
66,67,71.418,19.46
67,68,71.596,18.4
68,69,71.304,19.43
69,70,71.938,18.22
70,71,73.46000000000001,18.459999999999997
71,72,72.784,19.08
72,73,72.184,18.37
73,74,74.0,18.32
74,75,72.946,18.43
75,76,73.37599999999999,18.279999999999998
76,77,74.802,18.58
77,78,74.5,17.97
78,79,75.212,18.39
79,80,75.37,18.89
80,81,75.124,18.15
81,82,75.53,18.25
82,83,75.144,18.15
83,84,76.534,17.849999999999998
84,85,76.132,18.65
85,86,76.334,18.310000000000002
86,87,76.176,18.27
87,88,77.02799999999999,17.97
88,89,76.806,18.2
89,90,77.7,17.61
90,91,77.448,17.91
