,number_pca_components_class
0,6
1,4
2,4
3,4
4,4
5,4
6,5
7,5
8,5
9,4
10,5
11,4
12,4
13,6
14,6
15,5
16,4
17,5
18,4
19,5
20,4
21,4
22,5
23,7
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,5
32,4
33,5
34,4
35,4
36,4
37,4
38,4
39,4
40,5
41,4
42,5
43,5
44,4
45,4
46,6
47,4
48,4
49,4
50,4
51,4
52,5
53,4
54,4
55,4
56,4
57,4
58,4
59,4
60,4
61,4
62,4
63,4
64,4
65,4
66,5
67,5
68,4
69,5
70,4
71,6
72,6
73,4
74,5
75,4
76,5
77,4
78,5
79,6
80,5
81,4
82,4
83,5
84,4
85,5
86,5
87,4
88,5
89,4
90,4
91,4
92,5
93,4
94,4
95,5
96,5
97,4
98,4
99,4
100,4
101,6
102,5
103,4
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,4
113,4
114,4
115,4
116,4
117,5
118,4
119,4
120,4
121,4
122,5
123,4
124,5
125,5
126,4
127,5
128,4
129,4
130,5
131,4
132,5
133,4
134,5
135,4
136,4
137,5
138,4
139,4
140,4
141,4
142,4
143,4
144,4
145,4
146,4
147,4
148,6
149,5
150,4
151,4
152,4
153,4
154,4
155,4
156,4
157,4
158,4
159,5
160,4
161,4
162,4
163,4
164,4
165,4
166,4
167,4
168,5
169,4
170,4
171,4
172,5
173,5
174,4
175,4
176,4
177,4
178,4
179,4
180,4
181,4
182,4
183,4
184,4
185,4
186,4
187,5
188,5
189,4
190,4
191,4
192,4
193,4
194,5
195,5
196,6
197,5
198,6
199,4
