,number_pca_components_class
0,2
1,1
2,1
3,1
4,1
5,1
6,1
7,2
8,2
9,1
10,1
11,1
12,1
13,2
14,2
15,1
16,1
17,2
18,1
19,2
20,1
21,1
22,1
23,2
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,2
37,2
38,2
39,1
40,2
41,1
42,2
43,2
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,2
60,1
61,1
62,2
63,2
64,2
65,1
66,1
67,2
68,1
69,1
70,1
71,1
72,2
73,2
74,1
75,1
76,1
77,1
78,1
79,2
80,2
81,1
82,1
83,2
84,1
85,2
86,1
87,1
88,2
89,2
90,1
91,1
92,2
93,1
94,1
95,2
96,1
97,1
98,1
99,2
100,1
101,1
102,2
103,1
104,2
105,1
106,2
107,1
108,1
109,2
110,2
111,1
112,1
113,2
114,1
115,1
116,1
117,2
118,1
119,1
120,1
121,1
122,2
123,1
124,1
125,2
126,2
127,1
128,1
129,2
130,2
131,2
132,2
133,1
134,2
135,2
136,1
137,1
138,1
139,1
140,1
141,2
142,2
143,1
144,2
145,1
146,1
147,2
148,1
149,2
150,1
151,1
152,2
153,1
154,1
155,2
156,1
157,1
158,1
159,2
160,2
161,1
162,1
163,1
164,1
165,1
166,1
167,2
168,2
169,2
170,1
171,1
172,2
173,1
174,2
175,2
176,2
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,2
187,2
188,2
189,2
190,1
191,1
192,1
193,2
194,1
195,1
196,2
197,1
198,1
199,1
