,number_pca_components_class
0,2
1,3
2,3
3,3
4,3
5,3
6,3
7,2
8,2
9,3
10,3
11,3
12,3
13,1
14,2
15,3
16,3
17,3
18,3
19,2
20,3
21,3
22,3
23,2
24,4
25,3
26,3
27,4
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,2
36,2
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,2
47,3
48,3
49,3
50,3
51,3
52,3
53,3
54,3
55,3
56,3
57,3
58,3
59,4
60,3
61,3
62,3
63,3
64,4
65,4
66,3
67,2
68,4
69,3
70,4
71,3
72,3
73,4
74,3
75,4
76,3
77,4
78,3
79,3
80,2
81,3
82,3
83,3
84,4
85,2
86,3
87,3
88,3
89,3
90,4
91,3
92,3
93,3
94,3
95,3
96,3
97,3
98,3
99,3
100,4
101,2
102,3
103,4
104,4
105,3
106,4
107,3
108,3
109,3
110,4
111,4
112,3
113,4
114,3
115,3
116,4
117,3
118,3
119,4
120,4
121,3
122,3
123,4
124,3
125,3
126,3
127,3
128,3
129,4
130,3
131,4
132,3
133,3
134,3
135,4
136,3
137,3
138,3
139,3
140,4
141,4
142,4
143,3
144,3
145,4
146,3
147,4
148,2
149,3
150,4
151,4
152,3
153,3
154,3
155,4
156,4
157,4
158,3
159,3
160,3
161,3
162,3
163,4
164,3
165,4
166,3
167,3
168,3
169,3
170,3
171,3
172,3
173,3
174,4
175,3
176,4
177,3
178,3
179,3
180,3
181,3
182,3
183,3
184,3
185,3
186,3
187,3
188,4
189,4
190,3
191,3
192,3
193,3
194,3
195,3
196,2
197,4
198,3
199,3
