,number_pca_components_class
0,11
1,12
2,12
3,13
4,12
5,13
6,13
7,13
8,12
9,13
10,12
11,12
12,11
13,11
14,14
15,13
16,13
17,13
18,12
19,13
20,12
21,13
22,12
23,11
24,13
25,13
26,13
27,13
28,13
29,13
30,13
31,13
32,13
33,13
34,13
35,13
36,12
37,13
38,13
39,12
40,13
41,13
42,12
43,12
44,12
45,12
46,13
47,13
48,13
49,13
50,13
51,12
52,12
53,14
54,13
55,12
56,13
57,13
58,13
59,14
60,13
61,13
62,13
63,13
64,14
65,12
66,13
67,14
68,13
69,13
70,12
71,13
72,13
73,13
74,13
75,13
76,14
77,13
78,12
79,14
80,14
81,12
82,13
83,13
84,13
85,13
86,13
87,13
88,14
89,13
90,12
91,13
92,13
93,12
94,11
95,13
96,13
97,13
98,13
99,14
100,13
101,12
102,14
103,12
104,14
105,13
106,13
107,12
108,12
109,13
110,13
111,11
112,12
113,13
114,13
115,11
116,12
117,13
118,13
119,13
120,13
121,12
122,14
123,13
124,12
125,13
126,12
127,13
128,12
129,13
130,13
131,13
132,14
133,12
134,13
135,13
136,13
137,14
138,13
139,13
140,13
141,13
142,13
143,13
144,13
145,12
146,12
147,13
148,12
149,13
150,13
151,13
152,13
153,11
154,12
155,13
156,13
157,13
158,14
159,14
160,13
161,13
162,13
163,12
164,13
165,13
166,11
167,13
168,14
169,13
170,13
171,13
172,13
173,13
174,13
175,14
176,12
177,12
178,12
179,13
180,13
181,13
182,13
183,13
184,12
185,13
186,11
187,11
188,13
189,12
190,13
191,12
192,12
193,12
194,13
195,13
196,13
197,13
198,12
199,13
